roll,pitch,yaw
-0.00259,0.04601,0.98794
-0.0019400001,0.04672,0.9877
-0.00335,0.04592,0.98734003
-0.00116,0.04572,0.98706
-0.0014500001,0.04682,0.98671997
-0.00205,0.045580003,0.9864
-0.00253,0.044970002,0.98632
-0.00374,0.04495,0.98605
-0.00349,0.04609,0.98561
-0.00378,0.045,0.9855
-0.00235,0.04555,0.98531
-0.00301,0.04557,0.98496
-0.0042600003,0.04461,0.98462
-0.00215,0.0451,0.98440003
-0.00336,0.044439998,0.98396003
-0.0047600004,0.044299997,0.98358
-0.00226,0.04476,0.98333
-0.00335,0.04398,0.9832
-0.0045,0.044299997,0.98305
-0.0025,0.04471,0.98289
-0.00354,0.04323,0.98277
-0.00331,0.04408,0.98261
-0.0033699998,0.042650003,0.98216
-0.00239,0.041259997,0.98183
-0.0026800002,0.04238,0.98138
-0.0040700003,0.04157,0.98108
-0.00196,0.04218,0.98067
-0.00286,0.0415,0.98027
-0.0041,0.04086,0.97995
-0.0030999999,0.0418,0.97984004
-0.0033800001,0.04032,0.97949
-0.0046,0.04036,0.97927004
-0.00385,0.041580003,0.97912
-0.00376,0.04014,0.97871995
-0.0045700003,0.03912,0.97823
-0.00378,0.04039,0.97804
-0.0045,0.039150003,0.97778004
-0.00526,0.0385,0.97752005
-0.00398,0.03944,0.97731
-0.00434,0.04028,0.97715
-0.00508,0.03948,0.97691
-0.0035899999,0.03934,0.97647
-0.0033800001,0.04038,0.97613
-0.00421,0.03982,0.97590005
-0.0042600003,0.03841,0.97547996
-0.0040300004,0.0396,0.97512
-0.00445,0.040599998,0.97479
-0.0043099998,0.03931,0.97463
-0.00519,0.03829,0.97431
-0.0043800003,0.039189998,0.97412
-0.00479,0.038099997,0.9738
-0.00559,0.037490003,0.97367
-0.00591,0.038560003,0.97328997
-0.00399,0.038680002,0.97296
-0.00479,0.03755,0.97274
-0.0054499996,0.03803,0.97244
-0.00616,0.038009997,0.97203004
-0.00683,0.03669,0.97179997
-0.00671,0.03763,0.97157
-0.00716,0.03686,0.97123
-0.00585,0.03555,0.97075
-0.00605,0.03658,0.97049
-0.0071799997,0.03584,0.97023
-0.0075700004,0.0355,0.96978
-0.0087,0.035639998,0.96938
-0.0075,0.035990003,0.96918
-0.00816,0.03566,0.96889
-0.00939,0.034959998,0.96857
-0.00773,0.03571,0.96836
-0.008649999,0.03575,0.96816
-0.0095,0.03457,0.96782
-0.00851,0.03522,0.96757
-0.00896,0.03664,0.96713
-0.00907,0.03502,0.96691996
-0.00972,0.03565,0.9666
-0.00841,0.03584,0.96621
-0.00927,0.03537,0.96573997
-0.01018,0.03506,0.96558005
-0.0082,0.034450002,0.96508
-0.0092,0.0343,0.96484005
-0.01042,0.03516,0.96461
-0.008239999,0.035040002,0.96437
-0.009260001,0.03436,0.96413
-0.00978,0.03537,0.96384
-0.00752,0.03598,0.96366
-0.008909999,0.03548,0.96348
-0.01025,0.035,0.96292
-0.0077,0.035630003,0.96272
-0.00899,0.034900002,0.96255
-0.00961,0.035720002,0.96171004
-0.00758,0.036080003,0.96134
-0.00858,0.03547,0.96115994
-0.00924,0.034450002,0.96079
-0.0080200005,0.03539,0.96053004
-0.00665,0.03619,0.96031
-0.00739,0.03518,0.96019
-0.008529999,0.035919998,0.95989
-0.00679,0.036119998,0.95963
-0.00762,0.03513,0.95939004
-0.00877,0.03532,0.95908004
-0.00683,0.035919998,0.95856
-0.00735,0.03483,0.95824
-0.008520001,0.03435,0.95808
-0.0077199996,0.035419997,0.95773
-0.00731,0.03375,0.95756
-0.00792,0.033099998,0.95754
-0.00823,0.03419,0.95734996
-0.00662,0.03475,0.95717996
-0.00661,0.033040002,0.95702004
-0.0081,0.03335,0.95664
-0.00734,0.034900002,0.9562
-0.00704,0.03312,0.95592
-0.00794,0.0323,0.95537
-0.00771,0.03356,0.95504
-0.0059,0.03305,0.9547
-0.0060900003,0.03212,0.95446
-0.0070700003,0.03252,0.95421004
-0.00612,0.03333,0.95417
-0.00626,0.03225,0.95386
-0.00756,0.03161,0.95352
-0.0063400003,0.03299,0.95322996
-0.0046599996,0.032220002,0.95299
-0.00617,0.031489998,0.95249
-0.00498,0.032599997,0.95221996
-0.0035,0.03185,0.95215005
-0.0042,0.03097,0.95188
-0.00439,0.03243,0.95146
-0.00319,0.031600002,0.95133
-0.0035,0.0322,0.95103997
-0.00461,0.03245,0.95061
-0.00428,0.03033,0.9504
-0.0034,0.03167,0.95023
-0.00453,0.03133,0.9498
-0.0047199996,0.02973,0.9496
-0.00323,0.030989999,0.94936
-0.00445,0.03109,0.94901
-0.00499,0.029790001,0.94873
-0.00336,0.03018,0.94848
-0.00448,0.03012,0.94803005
-0.00512,0.030459998,0.94782
-0.00411,0.02936,0.9475
-0.00262,0.028719999,0.9468
-0.00348,0.029709999,0.94663
-0.0043099998,0.02868,0.9465
-0.00225,0.0286,0.94605
-0.0031199998,0.02927,0.9459
-0.00263,0.02983,0.94565004
-0.00146,0.02866,0.94521004
-0.0027100001,0.029110001,0.94481
-0.00143,0.02932,0.94461
-0.00204,0.02894,0.94419
-0.00327,0.02846,0.94372
-0.0014,0.02843,0.94341
-0.00176,0.02937,0.94328004
-0.00342,0.02912,0.94295
-0.00136,0.028870001,0.9429
-0.0022,0.0289,0.94284004
-0.00384,0.02878,0.94237
-0.00131,0.02823,0.94203997
-0.00207,0.028239999,0.94179
-0.00331,0.02907,0.94123
-9.7000005E-4,0.02909,0.94092
-0.0015499999,0.027889999,0.94063
-2.4E-4,0.02863,0.94031
-0.00113,0.02851,0.94022995
-0.00176,0.02733,0.94008005
1.7E-4,0.0282,0.93972
-7.0E-4,0.02842,0.93965
-0.00182,0.027520001,0.93935996
2.1E-4,0.02742,0.93887
7.0E-5,0.02857,0.93862
-0.0010299999,0.028129999,0.93843
6.0E-5,0.028700002,0.93781
-8.2E-4,0.02867,0.9375
-3.1E-4,0.02699,0.9372
-0.0010599999,0.02733,0.93681
-0.0021199998,0.02793,0.93640995
-3.7999998E-4,0.027290002,0.93631
-8.1E-4,0.02768,0.93596995
-0.00224,0.02798,0.93555
-2.4E-4,0.0276,0.93536
9.0E-5,0.02805,0.93513
-0.00133,0.02778,0.93474
3.0E-4,0.02766,0.93469
0.00164,0.028520001,0.93448997
2.4E-4,0.02808,0.93421996
0.00224,0.02833,0.93409
0.00292,0.02924,0.93369
0.00143,0.02839,0.93331
0.00343,0.02934,0.93315995
0.00311,0.02997,0.93262
0.00159,0.02901,0.93246
0.00398,0.03002,0.93235
0.00347,0.03026,0.93196005
0.00161,0.02975,0.9318
0.00374,0.030620001,0.93176
0.00518,0.03124,0.93123996
0.00335,0.03068,0.93103004
0.00498,0.03179,0.93071
0.00641,0.03239,0.93027
0.0054200003,0.03124,0.93014
0.0051700003,0.030860001,0.92977
0.0051599997,0.03227,0.9293
0.00425,0.03084,0.92917997
0.00642,0.03162,0.92906
0.00518,0.03188,0.92872995
0.00364,0.030620001,0.92833
0.00588,0.03128,0.92829996
0.00529,0.03185,0.92789
0.00368,0.03073,0.92748
0.00512,0.03188,0.92713
0.0064899996,0.03299,0.92676
0.0050999997,0.031799998,0.92634004
0.00607,0.032700002,0.92606
0.00583,0.03386,0.92578995
0.0055500004,0.032560002,0.92565995
0.0050100004,0.03292,0.92532
0.00572,0.03429,0.92521995
0.00494,0.03327,0.92503005
0.00402,0.03216,0.92458004
0.0052199997,0.03334,0.92424
0.0047,0.03261,0.92401004
0.00351,0.03241,0.92334
0.0050500003,0.03287,0.92319
0.00427,0.032959998,0.923
0.0034100001,0.032240003,0.92264
0.00402,0.0335,0.92256
0.0043200003,0.03447,0.92241997
0.00417,0.032849997,0.922
0.00399,0.0319,0.92184
0.00293,0.03254,0.92132
0.00364,0.03346,0.92092997
0.00397,0.03202,0.92055
0.00305,0.031489998,0.9201
0.00429,0.03264,0.91982
0.0045,0.03098,0.9195
0.00299,0.03091,0.91918
0.00467,0.031600002,0.919
0.0044,0.03145,0.91869
0.00329,0.03132,0.91858
0.0051100003,0.03171,0.91840994
0.00416,0.03113,0.91815
0.0029000002,0.03065,0.91814
0.00452,0.031040002,0.91773
0.00374,0.03121,0.91734004
0.00264,0.030989999,0.91725
0.00225,0.03002,0.91658
0.00204,0.030690001,0.91642
0.0036,0.02912,0.91622996
0.00263,0.02905,0.91572
0.002,0.02974,0.91569
0.00327,0.029620001,0.91539
0.00252,0.03048,0.91488
0.0021,0.02997,0.91464
0.0010599999,0.02919,0.91415
4.4E-4,0.03007,0.91376
0.00158,0.02884,0.91333
0.00226,0.02963,0.91297996
0.00324,0.0284,0.91263
0.00189,0.02776,0.91236
0.00226,0.028870001,0.912
0.0041300002,0.02863,0.91184
0.0031199998,0.028700002,0.91147
0.00207,0.027709998,0.91126
0.0033800001,0.02793,0.91108
0.00253,0.02821,0.91088
0.00174,0.02717,0.91060996
0.00186,0.027379999,0.91034
0.00263,0.02921,0.91013
0.00327,0.02841,0.90986997
0.00247,0.027709998,0.9095
0.00266,0.02861,0.90932
0.0038800002,0.03052,0.90877
0.00382,0.02998,0.90845
0.00409,0.027940001,0.90810996
0.0041,0.02924,0.90764004
0.00278,0.029469999,0.90748
0.00138,0.02844,0.9073
0.0025,0.02875,0.90717
0.0036900002,0.02758,0.90725
0.0026099999,0.0291,0.907
0.00229,0.02782,0.90702003
0.00184,0.02758,0.90639
0.00394,0.02791,0.90577
0.00318,0.027549999,0.90557003
0.00247,0.02821,0.90514004
0.003,0.02685,0.90458
0.00257,0.02562,0.90421003
0.0016900001,0.025899999,0.90353996
0.00293,0.02665,0.90337
0.00199,0.02734,0.90290004
0.00132,0.02563,0.90262
0.00284,0.02646,0.90243
0.00277,0.02756,0.90196997
0.00291,0.02615,0.90181
0.00182,0.026129998,0.90147996
0.00349,0.02693,0.90076
0.00481,0.02798,0.90040004
0.0033800001,0.0275,0.90005
0.00425,0.02702,0.89945
0.00529,0.02801,0.89896995
0.00422,0.02758,0.89874
0.0038299998,0.028549999,0.89774
0.00303,0.02901,0.89754
0.00503,0.02801,0.89727
0.00503,0.029110001,0.89695
0.0044,0.02938,0.89696
0.0041,0.02856,0.89681
0.0033,0.02861,0.89652
0.00506,0.02864,0.89649
0.00467,0.02907,0.89595
0.00455,0.03083,0.8959
0.00411,0.02955,0.89556
0.00563,0.02797,0.8953
0.00725,0.029129999,0.8952
0.0070100003,0.02877,0.89481
0.00648,0.030049998,0.8947
0.0077600004,0.02895,0.89449
0.00745,0.029709999,0.89404
0.00896,0.0281,0.89399
0.00792,0.02673,0.89377004
0.008850001,0.02838,0.89383
0.00791,0.02879,0.89375
0.00754,0.027719999,0.89372
0.0086199995,0.02683,0.8935
0.0069,0.02581,0.89353997
0.00794,0.02633,0.89355
0.00729,0.02743,0.8935
0.00606,0.02814,0.89342
0.0051700003,0.02709,0.89327
0.00348,0.02659,0.89301
0.00495,0.02679,0.8927
0.00435,0.027350001,0.89214003
0.00398,0.02832,0.89171004
0.0041,0.02651,0.89084995
0.00351,0.026770001,0.89031
0.00333,0.025120001,0.88948
0.00335,0.02377,0.88872
0.00393,0.02459,0.88799
0.00354,0.02424,0.8872
0.00414,0.02567,0.88654
0.00399,0.02471,0.88571
0.0036,0.02364,0.88494
0.0047600004,0.025,0.88439
0.0038800002,0.02503,0.88375
0.00488,0.02633,0.88334
0.0044,0.02472,0.88288003
0.00553,0.025530001,0.88231
0.00574,0.02684,0.88187
0.00496,0.0255,0.88153005
0.00601,0.025729999,0.88097996
0.00528,0.02416,0.88058
0.00689,0.025190001,0.88013
0.00559,0.02485,0.87979996
0.0041799997,0.024139998,0.87931
0.00546,0.02517,0.87882
0.00468,0.02393,0.87845004
0.00629,0.0233,0.878
0.00656,0.02413,0.87752
0.00656,0.02583,0.87705
0.00625,0.025799999,0.87648
0.00551,0.02481,0.87628
0.00737,0.026129998,0.87571
0.008649999,0.02802,0.87544
0.00843,0.02723,0.87496
0.00825,0.02546,0.87477005
0.00672,0.025700001,0.87459004
0.00518,0.025899999,0.87429
0.00392,0.02314,0.87421995
0.0044699996,0.02289,0.87393
0.00248,0.022370001,0.87385
0.00117,0.02316,0.8738
-8.2E-4,0.022559999,0.87382
-0.001,0.02393,0.87409997
-0.00207,0.0251,0.87425
-0.00287,0.023379998,0.87453
-0.00456,0.02258,0.87461
-0.00605,0.022049999,0.87490004
-0.0054099998,0.023260001,0.87506
-0.00605,0.02394,0.87534004
-0.00686,0.02293,0.87553996
-0.00768,0.02206,0.87569
-0.0085,0.02073,0.87607
-0.0073,0.02177,0.87614
-0.0077,0.02191,0.87644
-0.00771,0.021030001,0.87657
-0.008,0.021540001,0.87671
-0.00748,0.02093,0.8768
-0.00562,0.02024,0.87659997
-0.0054200003,0.02012,0.8769
-0.00351,0.019040002,0.87672997
-0.00229,0.0199,0.87687
0.00121,0.01952,0.87694
0.0033800001,0.02197,0.87688
0.0038800002,0.02284,0.87715
0.00484,0.02233,0.87678003
0.00552,0.024149999,0.87677
0.0056399996,0.02452,0.87654996
0.0038299998,0.02692,0.87617
0.00223,0.027530001,0.876
4.5E-4,0.02773,0.8754
-6.5E-4,0.02817,0.87523997
-2.2E-4,0.02644,0.87463003
8.5E-4,0.02675,0.87433004
0.00274,0.026420001,0.8739
0.00182,0.02487,0.8735
0.00158,0.02557,0.87360996
-4.8E-4,0.02548,0.87329
-2.0E-5,0.02716,0.87363
-2.5E-4,0.02606,0.87377
-0.0015199999,0.02584,0.87378997
-5.1E-4,0.02624,0.87378
-0.0016000001,0.025379999,0.87362
-0.0010299999,0.026129998,0.87365997
-0.0014500001,0.02545,0.87353003
-0.00128,0.02708,0.87347996
-2.9E-4,0.02633,0.87330997
-8.8999997E-4,0.0254,0.87301004
0.00105,0.02651,0.87266
-5.0000002E-5,0.026129998,0.87229997
-9.3E-4,0.02698,0.87187
-0.00139,0.028,0.87125
-0.00291,0.027350001,0.87096
-0.00211,0.02535,0.87068
-0.00393,0.024020001,0.87044
-0.00325,0.02381,0.87017
-0.00507,0.02189,0.86990005
-0.0064000003,0.02197,0.86982
-0.00638,0.01993,0.86947995
-0.00729,0.02049,0.86947
-0.00664,0.01815,0.86925
-0.00794,0.01639,0.86926
-0.00912,0.01602,0.86907
-0.00805,0.013350001,0.86907
-0.007929999,0.01338,0.86912
-0.00831,0.01186,0.86906
-0.00801,0.01174,0.86923
-0.0065900004,0.00909,0.86924
-0.0061399997,0.00633,0.86947
-0.00581,0.00704,0.86954
-0.00583,0.00512,0.86967
-0.00322,0.0043200003,0.86984
-0.00232,0.00283,0.87003005
-0.00179,0.00211,0.87035
-2.7000002E-4,0.00196,0.87046003
0.0014099999,-0.001,0.8707
0.0035899999,-2.5E-4,0.87069
0.00453,-0.00176,0.87079
0.00604,-0.00144,0.87073
0.00667,-0.00137,0.87064004
0.00768,-0.0021199998,0.87062
0.011220001,-0.00218,0.87057
0.01292,-0.0038599998,0.87083
0.0145,-0.00483,0.87043
0.016350001,-0.00484,0.87049
0.01892,-0.00348,0.87045
0.02232,-0.00174,0.8703
0.02493,-0.0023800002,0.87046003
0.0272,-0.00257,0.86991996
0.02937,-0.00114,0.86946005
0.03124,9.4E-4,0.86911
0.03025,0.00345,0.86884004
0.02807,0.00468,0.8687
0.02617,0.0065,0.86829996
0.02381,0.00642,0.86813
0.02375,0.0052,0.86751
0.02217,0.00581,0.8673
0.02128,0.00752,0.86696994
0.01926,0.00794,0.86644
0.01757,0.00734,0.86623996
0.01561,0.00786,0.86561
0.01525,0.00594,0.86532
0.0136899995,0.00565,0.86481
0.01237,0.0046300003,0.8645
0.01092,0.0038599998,0.86408
0.00958,0.00315,0.86372995
0.00946,0.00294,0.86368
0.0083800005,0.00186,0.86332
0.00816,0.00104,0.86341
0.00702,0.0030399999,0.86359
0.00531,0.00423,0.86401004
0.00633,0.00616,0.86463
0.0046599996,0.00617,0.86507
0.00508,0.00721,0.86546004
0.00402,0.00918,0.86588
0.00305,0.00839,0.86653996
0.00467,0.008479999,0.8669
0.00351,0.00695,0.86749
0.00515,0.0071799997,0.86806
0.00539,0.00897,0.86834
0.00478,0.00763,0.86903006
0.00475,0.00587,0.86947995
0.00528,0.0071199997,0.87045
0.00816,0.00897,0.87109005
0.008850001,0.0087399995,0.87214
0.01171,0.00968,0.87296003
0.01243,0.010229999,0.87373
0.01457,0.01212,0.87461
0.017469998,0.01112,0.87508
0.017649999,0.009810001,0.87587
0.01937,0.0096700005,0.87633
0.01884,0.01054,0.87701
0.01917,0.01159,0.87785
0.01715,0.0121,0.87838
0.01598,0.01279,0.87958
0.0148599995,0.010989999,0.88027
0.01238,0.01033,0.88145
0.010729999,0.008350001,0.88219
0.009140001,0.00945,0.88321
0.00744,0.01045,0.88442
0.0040700003,0.00925,0.88556
0.00176,0.01029,0.88686997
