90524,-19.09,-4.98,-871.06,17.47,-1.97,3.83,
90534,-18.82,-4.84,-870.95,16.06,-3.10,3.88,
90545,-19.02,-4.31,-870.98,17.75,-4.53,3.43,
90555,-19.34,-4.17,-870.97,18.20,-3.17,3.52,
90565,-19.35,-3.97,-870.91,17.14,-3.43,3.73,
90575,-18.49,-3.60,-870.83,13.92,-4.09,3.80,
90586,-18.79,-4.31,-870.77,18.07,-0.16,3.74,
90595,-18.82,-4.41,-870.70,17.09,-2.33,3.81,
90605,-18.79,-3.95,-870.67,16.92,-3.98,3.63,
90615,-18.87,-4.08,-870.61,17.29,-1.87,3.78,
90626,-19.35,-4.48,-870.62,18.76,-0.87,3.52,
90635,-19.14,-5.22,-870.55,16.29,0.41,3.80,
90645,-19.33,-4.68,-870.59,17.75,-4.17,3.41,
90655,-19.12,-5.46,-870.56,16.33,0.41,3.68,
90665,-19.02,-5.41,-870.54,16.69,-2.50,3.63,
90675,-19.10,-5.35,-870.54,17.30,-2.59,3.56,
90685,-19.02,-4.50,-870.61,16.76,-5.42,3.33,
90695,-18.99,-4.11,-870.56,16.95,-3.88,3.72,
90705,-19.32,-4.84,-870.53,18.21,0.31,3.67,
90716,-19.40,-4.97,-870.48,17.38,-1.76,3.74,
90726,-19.10,-4.70,-870.47,15.98,-3.20,3.64,
90736,-18.47,-4.38,-870.42,14.77,-3.41,3.74,
90746,-19.03,-4.14,-870.45,18.98,-3.18,3.48,
90757,-18.16,-4.42,-870.35,13.90,-1.67,3.95,
90766,-18.73,-4.09,-870.36,18.99,-3.86,3.53,
90776,-18.81,-4.79,-870.27,17.26,-0.14,3.94,
90786,-18.98,-5.55,-870.10,17.64,0.16,4.21,
90797,-18.98,-5.38,-870.11,17.01,-3.11,3.60,
90806,-18.99,-5.44,-870.11,17.09,-2.31,3.61,
90816,-18.91,-4.49,-870.19,16.72,-5.98,3.33,
90826,-18.96,-4.54,-870.14,17.20,-2.47,3.81,
90836,-19.07,-4.82,-870.09,17.45,-1.61,3.80,
90846,-18.34,-4.50,-870.02,14.37,-3.78,3.86,
90856,-18.43,-5.05,-869.92,17.29,-0.61,4.02,
90866,-18.08,-5.34,-869.74,15.67,-1.54,4.30,
90876,-18.52,-5.66,-869.66,18.52,-1.34,3.97,
90886,-19.08,-6.02,-869.63,19.00,-1.19,3.79,
90896,-19.26,-6.39,-869.56,17.68,-1.08,3.96,
90906,-19.83,-5.94,-869.61,19.14,-4.01,3.50,
90916,-19.39,-5.69,-869.53,15.55,-3.01,3.98,
90927,-19.64,-5.48,-869.50,18.02,-2.88,3.83,
90936,-19.56,-5.34,-869.43,16.83,-2.64,3.96,
90946,-19.63,-5.10,-869.37,17.35,-3.05,3.93,
90956,-19.01,-4.44,-869.26,14.86,-4.60,4.14,
90967,-18.44,-4.88,-869.12,14.97,-1.07,4.24,
90976,-18.75,-4.68,-869.08,18.09,-3.31,3.91,
90986,-18.69,-4.70,-868.92,16.77,-2.53,4.35,
90996,-18.43,-5.06,-868.82,16.06,-1.34,4.15,
91006,-18.55,-5.21,-868.71,17.39,-2.02,4.24,
91016,-18.84,-5.44,-868.60,18.02,-1.68,4.19,
91026,-18.88,-5.13,-868.50,17.13,-3.65,4.21,
91036,-18.84,-5.16,-868.42,16.88,-2.45,4.16,
91046,-19.33,-5.94,-868.40,18.81,0.27,3.92,
91057,-19.08,-5.79,-868.32,16.18,-3.00,4.18,
91067,-18.59,-5.96,-868.20,15.25,-1.82,4.29,
91077,-18.21,-5.71,-868.10,15.58,-3.38,4.27,
91087,-18.11,-5.12,-868.01,16.55,-4.62,4.22,
91098,-18.43,-5.06,-867.91,18.08,-2.76,4.28,
91107,-19.19,-5.30,-867.97,19.73,-1.69,3.71,
91117,-19.60,-5.33,-867.99,18.54,-2.42,3.86,
91127,-18.78,-5.20,-868.02,14.13,-2.99,3.83,
91138,-19.11,-5.79,-868.04,18.21,-0.43,3.83,
91147,-18.94,-5.44,-868.07,16.45,-3.74,3.80,
91157,-18.39,-5.43,-868.05,15.01,-2.53,4.01,
91167,-18.49,-4.70,-868.08,17.30,-4.81,3.78,
91177,-18.31,-5.30,-868.02,16.31,-0.09,4.13,
91187,-17.86,-5.29,-867.92,15.31,-2.19,4.29,
91197,-18.38,-5.51,-867.92,18.78,-1.38,3.94,
91207,-17.45,-4.35,-867.98,13.55,-6.35,3.70,
91217,-17.93,-3.97,-867.95,18.57,-3.69,4.05,
91228,-18.33,-4.57,-867.85,18.32,-0.18,4.27,
91238,-17.85,-5.93,-867.76,15.20,2.70,4.29,
91248,-18.26,-6.59,-867.67,18.38,0.30,4.26,
91258,-18.63,-6.63,-867.66,18.26,-1.82,4.03,
91269,-18.12,-6.52,-867.58,15.12,-2.39,4.25,
91278,-18.39,-6.14,-867.55,17.89,-3.38,4.08,
91288,-18.83,-6.04,-867.55,18.57,-2.42,3.99,
91298,-18.48,-5.38,-867.54,15.73,-4.45,4.00,
91308,-18.82,-5.06,-867.55,18.20,-3.34,3.97,
91318,-19.42,-4.60,-867.59,19.17,-3.87,3.84,
91328,-19.82,-5.29,-867.56,18.57,0.24,4.07,
91338,-19.76,-5.64,-867.55,16.91,-0.91,4.05,
91348,-19.74,-5.57,-867.56,17.09,-2.38,3.93,
91378,-18.89,-4.29,-867.74,16.63,-5.86,3.85,
91388,-18.59,-4.47,-867.64,15.94,-2.02,4.30,
91398,-17.51,-4.47,-867.57,13.04,-2.62,4.25,
91408,-17.39,-4.07,-867.50,16.38,-4.13,4.21,
91418,-17.57,-5.22,-867.48,17.48,1.51,4.07,
91428,-17.58,-4.56,-867.53,16.84,-4.94,3.83,
91439,-17.93,-3.89,-867.62,18.11,-5.08,3.67,
91448,-18.16,-3.44,-867.61,17.73,-4.37,3.99,
91458,-17.91,-4.08,-867.50,16.02,-0.45,4.38,
91468,-18.54,-4.40,-867.54,19.17,-1.55,3.83,
91479,-18.60,-4.64,-867.51,17.18,-1.80,4.11,
91488,-18.62,-5.16,-867.42,17.05,-0.74,4.32,
91498,-18.04,-6.09,-867.34,14.85,0.85,4.30,
91508,-18.06,-5.71,-867.30,16.97,-3.80,4.14,
91518,-18.29,-4.80,-867.42,17.76,-5.81,3.59,
91528,-17.94,-4.33,-867.40,15.66,-4.29,4.07,
91538,-18.56,-4.79,-867.44,19.14,-1.01,3.88,
91548,-18.81,-5.05,-867.42,17.86,-1.64,4.05,
91558,-18.77,-5.07,-867.39,16.89,-2.51,4.11,
91569,-18.61,-5.13,-867.38,16.40,-2.35,4.05,
91579,-18.74,-5.04,-867.20,17.45,-2.87,4.66,
91589,-18.41,-4.69,-867.19,15.81,-3.85,4.06,
91599,-18.37,-4.76,-867.15,16.81,-2.37,4.18,
91610,-18.50,-5.27,-867.11,17.40,-0.75,4.17,
91619,-18.93,-5.72,-867.16,18.55,-0.90,3.87,
91629,-19.29,-5.29,-867.25,18.34,-4.02,3.71,
91639,-19.19,-5.35,-867.26,16.72,-2.32,3.98,
91650,-19.40,-5.73,-867.12,17.81,-1.17,4.54,
91659,-18.88,-5.40,-867.10,15.18,-3.66,4.12,
91669,-18.34,-5.25,-867.09,15.04,-3.08,4.09,
91679,-17.62,-5.60,-867.00,14.35,-1.23,4.39,
91689,-17.47,-4.62,-867.01,16.29,-6.06,3.99,
91699,-17.66,-4.32,-866.94,17.49,-3.74,4.34,
91709,-18.29,-4.40,-866.83,19.13,-2.39,4.47,
91719,-18.13,-3.93,-866.75,16.35,-4.35,4.35,
91729,-18.48,-3.97,-866.68,18.19,-2.40,4.37,
91740,-18.73,-4.33,-866.64,17.89,-1.25,4.26,
91750,-19.11,-4.66,-866.64,18.38,-1.27,4.09,
91760,-19.33,-4.73,-866.67,17.84,-2.20,4.02,
91770,-19.01,-4.37,-866.69,15.92,-3.73,4.00,
91781,-19.15,-5.05,-866.72,17.38,0.17,4.02,
91790,-19.02,-5.05,-866.73,16.38,-2.19,4.05,
91800,-18.32,-4.50,-866.75,14.31,-4.23,4.01,
91809,-17.79,-5.16,-866.67,14.83,0.12,4.40,
91821,-17.97,-4.80,-866.67,17.35,-3.47,4.12,
91830,-18.42,-5.31,-866.67,18.52,-0.42,4.10,
91840,-18.84,-4.97,-866.71,18.47,-3.38,3.94,
91849,-19.11,-5.29,-866.71,17.98,-1.05,4.11,
91860,-19.16,-6.01,-866.65,17.24,0.46,4.31,
91870,-19.04,-5.56,-866.68,16.63,-3.74,4.00,
91880,-17.98,-5.14,-866.62,13.18,-3.66,4.33,
91890,-18.43,-5.08,-866.58,18.54,-2.38,4.26,
91900,-18.66,-4.77,-866.62,17.77,-3.34,3.99,
91910,-18.40,-4.33,-866.62,16.06,-3.87,4.10,
91920,-18.26,-5.46,-866.59,16.42,1.83,4.24,
91930,-18.80,-5.09,-866.65,18.90,-3.51,3.89,
91940,-19.24,-5.42,-866.66,18.61,-0.99,4.07,
91951,-18.72,-5.18,-866.60,15.17,-3.02,4.34,
91960,-18.34,-4.57,-866.57,15.62,-4.43,4.22,
91970,-18.64,-5.46,-866.53,18.01,0.99,4.24,
91980,-18.14,-5.72,-866.41,15.18,-1.20,4.56,
91991,-18.23,-5.66,-866.34,17.25,-2.33,4.43,
