timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,roll,pitch,yaw,rollLevel,pitchLevel,yawLevel,rollPid,pitchPid,yawPid,output0,output1,output2,output3
5261,1769,-1375,15439,-19.69,90.19,-36.71,454.26,-49.39,1284.32,-111.55,-90.45,-217.69,-5670.21,-5664.14,285.29,-665.17,-672.74,-62.47,1111,1111,1111,1111
5267,1766,-1363,15451,-19.42,85.93,-33.79,454.26,-49.39,1284.32,-111.77,-89.81,-217.97,-5670.21,-5664.14,285.29,-665.52,-673.08,-62.21,1111,1111,1111,1111
5273,1773,-1386,15414,-18.62,87.26,-33.79,454.26,-49.39,1284.32,-112.26,-90.18,-218.14,-5670.21,-5664.14,285.29,-664.20,-666.79,-61.37,1111,1111,1111,1111
5279,1725,-1401,15444,-20.48,88.32,-32.72,454.26,-49.39,1284.32,-111.03,-90.74,-218.25,-5670.21,-5664.14,285.29,-675.03,-665.15,-61.14,1111,1111,1111,1111
5285,1788,-1374,15406,-18.36,85.40,-32.72,454.26,-49.39,1284.32,-111.66,-90.46,-218.53,-5670.21,-5664.14,285.29,-663.48,-670.43,-62.05,1111,1111,1111,1111
5292,1768,-1380,15442,-18.09,89.39,-32.72,454.26,-49.39,1284.32,-112.01,-90.22,-218.74,-5670.21,-5664.14,285.29,-664.66,-670.49,-61.90,1111,1111,1111,1111
5299,1786,-1366,15448,-19.42,85.93,-33.79,454.26,-49.39,1284.32,-112.51,-89.81,-219.02,-5670.21,-5664.14,285.29,-664.08,-671.27,-62.08,1111,1111,1111,1111
5305,1736,-1371,15442,-19.15,87.26,-35.12,454.26,-49.39,1284.32,-111.39,-89.58,-219.17,-5670.21,-5664.14,284.00,-673.90,-670.34,-61.34,1111,1111,1111,1111
5311,1751,-1373,15462,-19.95,87.79,-36.18,454.26,-49.39,1284.32,-111.60,-89.71,-219.30,-5670.21,-5664.14,284.00,-665.84,-668.21,-61.09,1111,1111,1111,1111
5317,1731,-1380,15467,-19.42,88.06,-35.12,454.26,-49.39,1284.32,-110.83,-89.99,-219.35,-5670.21,-5664.14,284.00,-672.14,-667.03,-60.73,1111,1111,1111,1111
5323,1794,-1428,15457,-20.48,85.93,-35.65,454.26,-51.01,1284.32,-111.25,-90.86,-219.47,-5670.21,-5664.14,284.00,-664.67,-663.79,-61.14,1111,1111,1111,1111
5329,1759,-1366,15508,-20.48,86.99,-33.25,454.26,-51.01,1284.32,-111.37,-90.17,-219.69,-5670.21,-5664.14,284.00,-666.25,-673.38,-61.88,1111,1111,1111,1111
5336,1703,-1387,15459,-18.09,88.32,-34.85,454.26,-51.01,1284.32,-109.80,-90.66,-219.74,-5670.21,-5664.14,284.00,-676.21,-666.02,-60.74,1111,1111,1111,1111
5342,1729,-1383,15443,-18.89,91.52,-36.18,454.26,-51.01,1284.32,-110.09,-90.75,-219.83,-5670.21,-5664.14,284.00,-665.32,-668.26,-61.04,1111,1111,1111,1111
5349,1743,-1426,15460,-21.28,88.85,-32.99,454.26,-51.01,1284.32,-110.23,-91.75,-219.89,-5670.21,-5664.14,284.00,-666.40,-662.91,-60.82,1111,1111,1111,1111
5355,1707,-1377,15459,-19.69,85.93,-32.99,454.26,-51.01,1284.32,-109.48,-90.82,-220.16,-5670.21,-5664.14,285.29,-671.97,-674.61,-62.27,1111,1111,1111,1111
5361,1770,-1397,15516,-17.29,86.19,-36.18,454.26,-51.01,1284.32,-110.13,-91.00,-220.34,-5670.21,-5664.14,285.29,-663.53,-667.71,-61.71,1111,1111,1111,1111
5367,1698,-1345,15477,-19.42,87.52,-34.58,454.26,-51.01,1284.32,-109.29,-90.03,-220.60,-5670.21,-5664.14,285.29,-672.71,-675.22,-62.41,1111,1111,1111,1111
5374,1720,-1419,15459,-19.95,84.07,-34.85,454.26,-51.01,1284.32,-109.23,-91.22,-220.62,-5670.21,-5664.14,285.29,-667.68,-661.98,-60.83,1111,1111,1111,1111
5380,1798,-1369,15546,-18.62,88.85,-32.99,454.26,-51.01,1284.32,-109.79,-90.91,-220.85,-5670.21,-5664.14,285.29,-663.68,-670.77,-62.21,1111,1111,1111,1111
5387,1751,-1357,15463,-18.89,84.60,-34.32,454.26,-51.01,1284.32,-110.23,-90.32,-221.09,-5670.21,-5664.14,285.29,-664.63,-672.32,-62.14,1111,1111,1111,1111
5392,1721,-1387,15506,-18.09,84.60,-32.72,454.26,-51.01,1284.32,-109.91,-90.76,-221.01,-5670.21,-5664.14,285.29,-669.30,-665.95,-60.22,1111,1111,1111,1111
5399,1757,-1319,15390,-18.36,86.19,-37.78,454.26,-51.01,1284.32,-110.23,-89.97,-221.31,-5670.21,-5664.14,285.29,-665.26,-673.68,-62.62,1111,1111,1111,1111
5404,1742,-1361,15424,-19.95,85.66,-35.91,454.26,-51.01,1284.32,-110.67,-89.99,-221.39,-5670.21,-5664.14,285.29,-664.26,-668.78,-61.32,1111,1111,1111,1111
5411,1735,-1418,15414,-20.22,86.99,-35.38,454.26,-51.01,1284.32,-110.53,-91.24,-221.42,-5670.21,-5664.14,285.29,-667.93,-661.82,-60.98,1111,1111,1111,1111
5417,1739,-1384,15498,-19.15,84.33,-35.12,454.26,-51.01,1284.32,-110.65,-90.77,-221.57,-5670.21,-5664.14,285.29,-666.42,-671.81,-61.76,1111,1111,1111,1111
5424,1742,-1398,15539,-15.96,85.66,-35.12,454.26,-51.01,1284.32,-110.71,-91.12,-221.58,-5670.21,-5664.14,285.29,-666.77,-666.82,-60.88,1111,1111,1111,1111
5430,1749,-1382,15501,-21.02,85.13,-33.79,454.26,-51.01,1284.32,-110.97,-90.76,-221.72,-5670.21,-5664.14,285.29,-665.42,-671.21,-61.76,1111,1111,1111,1111
5437,1772,-1355,15450,-17.82,90.45,-33.52,454.26,-49.39,1284.32,-111.35,-90.06,-222.02,-5670.21,-5664.14,285.29,-664.91,-672.81,-62.57,1111,1111,1111,1111
5442,1791,-1402,15450,-18.09,87.79,-33.52,454.26,-49.39,1284.32,-111.82,-90.54,-222.15,-5670.21,-5664.14,285.29,-663.92,-665.71,-61.72,1111,1111,1111,1111
5449,1771,-1398,15460,-17.56,84.33,-35.38,454.26,-51.01,1284.32,-112.22,-91.12,-222.22,-5670.21,-5664.14,285.29,-664.72,-665.48,-61.33,1111,1111,1111,1111
5454,1775,-1406,15558,-18.62,85.13,-35.12,454.26,-51.01,1284.32,-112.41,-91.30,-222.30,-5670.21,-5664.14,285.29,-665.68,-667.55,-61.42,1111,1111,1111,1111
5462,1793,-1376,15458,-20.48,89.39,-31.39,454.26,-49.39,1284.32,-112.83,-90.66,-222.62,-5670.21,-5665.44,285.29,-664.64,-672.37,-62.64,1111,1111,1111,1111
5468,1779,-1361,15446,-19.69,86.99,-31.39,454.26,-49.39,1284.32,-112.97,-89.98,-222.86,-5670.21,-5665.44,285.29,-665.99,-673.53,-62.54,1111,1111,1111,1111
5475,1774,-1409,15480,-19.42,88.85,-32.99,454.26,-49.39,1284.32,-112.84,-91.00,-222.90,-5670.21,-5665.44,285.29,-667.63,-663.15,-61.22,1111,1111,1111,1111
5480,1744,-1406,15466,-19.42,86.46,-35.91,454.26,-49.39,1284.32,-111.78,-91.32,-223.02,-5670.21,-5665.44,285.29,-673.85,-666.83,-61.77,1111,1111,1111,1111
5487,1783,-1356,15434,-19.95,84.60,-33.79,454.26,-49.39,1284.32,-112.12,-90.52,-223.35,-5670.21,-5665.44,285.29,-665.07,-673.51,-62.91,1111,1111,1111,1111
5493,1742,-1395,15542,-20.75,86.99,-32.19,454.26,-49.39,1284.32,-111.13,-90.63,-223.40,-5670.21,-5665.44,285.29,-673.65,-668.25,-61.39,1111,1111,1111,1111
5499,1752,-1404,15404,-15.96,86.99,-35.65,454.26,-49.39,1284.32,-111.44,-91.33,-223.51,-5670.21,-5665.44,285.29,-665.34,-664.99,-61.65,1111,1111,1111,1111
5506,1809,-1376,15456,-19.95,84.86,-33.79,454.26,-49.39,1284.32,-111.99,-91.03,-223.75,-5670.21,-5665.44,285.29,-663.39,-670.82,-62.69,1111,1111,1111,1111
5513,1724,-1345,15357,-18.36,89.92,-32.46,455.84,-49.39,1284.32,-111.21,-89.88,-224.06,-5670.21,-5664.14,285.29,-671.40,-675.27,-62.83,1111,1111,1111,1111
5518,1793,-1362,15440,-18.62,86.73,-32.99,455.84,-49.39,1284.32,-111.79,-89.89,-224.21,-5670.21,-5664.14,285.29,-663.25,-668.85,-62.12,1111,1111,1111,1111
5525,1734,-1396,15398,-19.95,86.73,-36.18,455.84,-49.39,1284.32,-111.36,-91.01,-224.21,-5670.21,-5664.14,285.29,-669.55,-662.33,-61.09,1111,1111,1111,1111
5530,1766,-1398,15469,-21.55,87.52,-35.65,455.84,-49.39,1284.32,-111.76,-91.20,-224.34,-5670.21,-5664.14,285.29,-664.38,-667.49,-62.00,1111,1111,1111,1111
5537,1743,-1400,15498,-19.15,83.53,-34.85,455.84,-49.39,1284.32,-111.22,-91.19,-224.42,-5670.21,-5664.14,285.29,-670.10,-668.81,-61.63,1111,1111,1111,1111
5543,1759,-1358,15462,-19.15,85.66,-32.19,455.84,-49.39,1284.32,-111.37,-90.42,-224.66,-5670.21,-5664.14,285.29,-666.10,-673.85,-62.76,1111,1111,1111,1111
5550,1735,-1396,15428,-17.29,85.93,-34.58,457.41,-49.39,1284.32,-111.12,-91.34,-224.62,-5670.21,-5664.14,285.29,-668.49,-663.58,-60.98,1111,1111,1111,1111
5556,1754,-1375,15467,-21.28,88.32,-34.58,457.41,-49.39,1284.32,-111.33,-90.78,-224.82,-5670.21,-5664.14,285.29,-665.72,-672.47,-62.51,1111,1111,1111,1111
5563,1765,-1357,15407,-18.62,85.40,-33.25,457.41,-49.39,1284.32,-111.82,-90.26,-225.04,-5670.21,-5664.14,285.29,-664.36,-671.73,-62.42,1111,1111,1111,1111
5569,1785,-1372,15434,-17.29,88.85,-33.79,457.41,-49.39,1284.32,-112.33,-90.33,-225.16,-5670.21,-5664.14,285.29,-663.60,-668.36,-62.04,1111,1111,1111,1111
5575,1762,-1365,15510,-17.56,88.32,-34.58,455.84,-49.39,1284.32,-112.21,-89.64,-225.30,-5670.21,-5664.14,285.29,-667.63,-672.83,-62.08,1111,1111,1111,1111
5581,1774,-1387,15480,-18.62,86.99,-37.24,455.84,-49.39,1284.32,-112.44,-90.30,-225.34,-5670.21,-5664.14,285.29,-665.43,-664.59,-61.49,1111,1111,1111,1111
5587,1766,-1342,15440,-18.09,87.79,-36.18,455.84,-49.39,1284.32,-112.49,-89.41,-225.58,-5670.21,-5664.14,285.29,-666.67,-674.09,-62.72,1111,1111,1111,1111
5594,1784,-1416,15411,-21.02,86.73,-32.46,455.84,-49.39,1284.32,-112.59,-90.41,-225.62,-5670.21,-5664.14,285.29,-666.24,-662.41,-61.55,1111,1111,1111,1111
5601,1759,-1389,15443,-19.95,88.85,-35.38,455.84,-49.39,1284.32,-112.50,-90.99,-225.62,-5670.21,-5664.14,285.29,-667.48,-665.45,-61.31,1111,1111,1111,1111
5606,1720,-1361,15413,-22.88,88.85,-35.91,455.84,-49.39,1284.32,-111.31,-90.31,-225.84,-5670.21,-5664.14,285.29,-674.75,-673.30,-62.77,1111,1111,1111,1111
5613,1720,-1402,15459,-20.75,89.12,-38.31,455.84,-49.39,1284.32,-110.37,-91.42,-225.83,-5670.21,-5665.44,285.29,-672.31,-662.81,-61.26,1111,1111,1111,1111
5619,1740,-1409,15435,-17.03,87.26,-35.91,455.84,-49.39,1284.32,-110.66,-91.87,-225.91,-5670.21,-5665.44,285.29,-665.27,-665.92,-61.86,1111,1111,1111,1111
5625,1758,-1409,15463,-17.29,85.13,-36.18,455.84,-49.39,1284.32,-111.18,-91.95,-226.09,-5670.21,-5665.44,285.29,-664.10,-668.37,-62.40,1111,1111,1111,1111
5632,1773,-1456,15461,-17.82,85.93,-33.79,455.84,-49.39,1284.32,-111.41,-92.78,-226.19,-5670.21,-5665.44,285.29,-665.55,-663.30,-62.03,1111,1111,1111,1111
5639,1747,-1386,15429,-18.62,88.59,-34.32,455.84,-49.39,1284.32,-111.27,-91.74,-226.54,-5670.21,-5665.44,285.29,-667.85,-674.72,-63.43,1111,1111,1111,1111
5644,1780,-1353,15480,-15.96,87.52,-31.66,455.84,-49.39,1284.32,-111.51,-90.96,-226.81,-5670.21,-5665.44,285.29,-665.52,-673.99,-63.17,1111,1111,1111,1111
5651,1797,-1423,15424,-18.62,86.99,-34.32,455.84,-51.01,1284.32,-111.97,-91.75,-226.91,-5670.21,-5665.44,285.29,-664.34,-664.38,-62.01,1111,1111,1111,1111
5657,1766,-1359,15514,-20.22,88.59,-36.18,455.84,-51.01,1284.32,-111.92,-90.87,-227.14,-5670.21,-5665.44,285.29,-667.31,-674.68,-63.03,1111,1111,1111,1111
5663,1727,-1364,15459,-18.36,87.26,-34.85,455.84,-51.01,1284.32,-110.85,-90.28,-227.13,-5670.21,-5664.14,285.29,-673.17,-672.15,-61.45,1111,1111,1111,1111
5669,1800,-1396,15440,-17.82,88.85,-34.05,455.84,-51.01,1284.32,-111.36,-90.79,-227.22,-5670.21,-5664.14,285.29,-663.79,-665.52,-62.08,1111,1111,1111,1111
5677,1761,-1391,15474,-18.62,87.79,-31.92,455.84,-51.01,1284.32,-111.73,-91.34,-227.20,-5670.21,-5664.14,285.29,-664.93,-665.64,-61.36,1111,1111,1111,1111
5682,1756,-1366,15459,-18.62,88.85,-34.58,455.84,-51.01,1284.32,-111.86,-90.77,-227.31,-5670.21,-5664.14,285.29,-666.10,-672.59,-62.26,1111,1111,1111,1111
5689,1772,-1400,15469,-16.76,86.19,-35.65,455.84,-49.39,1284.32,-112.27,-91.32,-227.39,-5670.21,-5664.14,285.29,-664.71,-665.70,-61.93,1111,1111,1111,1111
5695,1748,-1341,15472,-20.75,90.45,-35.91,455.84,-49.39,1284.32,-111.79,-90.29,-227.68,-5670.21,-5664.14,285.29,-670.12,-675.51,-63.45,1111,1111,1111,1111
5701,1775,-1333,15489,-20.48,86.46,-34.85,455.84,-49.39,1284.32,-112.03,-89.45,-227.92,-5670.21,-5664.14,285.29,-665.58,-673.69,-62.95,1111,1111,1111,1111
5707,1782,-1358,15452,-19.42,86.99,-34.58,455.84,-49.39,1284.32,-112.51,-89.65,-227.97,-5670.21,-5664.14,285.29,-663.76,-667.63,-61.96,1111,1111,1111,1111
5713,1768,-1431,15420,-18.62,85.13,-34.32,455.84,-49.39,1284.32,-112.35,-90.97,-228.01,-5670.21,-5664.14,285.29,-667.84,-661.54,-61.77,1111,1111,1111,1111
5720,1735,-1414,15481,-17.82,87.26,-34.32,455.84,-49.39,1284.32,-111.42,-91.82,-227.99,-5670.21,-5664.14,285.29,-673.06,-663.16,-61.52,1111,1111,1111,1111
5727,1768,-1406,15442,-21.81,86.19,-34.32,455.84,-49.39,1284.32,-111.95,-92.00,-228.14,-5670.21,-5664.14,285.29,-664.04,-667.62,-62.45,1111,1111,1111,1111
5733,1718,-1413,15455,-19.69,85.93,-35.12,455.84,-49.39,1284.32,-110.60,-92.22,-228.23,-5670.21,-5664.14,285.29,-675.79,-667.23,-62.20,1111,1111,1111,1111
5739,1721,-1386,15489,-18.62,84.07,-33.25,455.84,-49.39,1284.32,-109.99,-91.22,-228.47,-5670.21,-5664.14,285.29,-670.73,-674.49,-62.99,1111,1111,1111,1111
5745,1775,-1339,15470,-21.02,86.46,-33.25,455.84,-49.39,1284.32,-110.39,-90.63,-228.70,-5670.21,-5664.14,285.29,-664.57,-672.66,-63.19,1111,1111,1111,1111
5751,1796,-1388,15471,-17.82,88.32,-34.85,455.84,-49.39,1284.32,-111.06,-90.89,-228.86,-5670.21,-5664.14,285.29,-663.33,-667.30,-62.60,1111,1111,1111,1111
5757,1754,-1378,15489,-20.22,85.40,-36.71,455.84,-49.39,1284.32,-111.40,-90.75,-228.94,-5670.21,-5664.14,285.29,-664.83,-669.68,-62.21,1111,1111,1111,1111
5765,1739,-1414,15446,-18.89,86.46,-34.58,455.84,-49.39,1284.32,-111.13,-91.95,-228.91,-5670.21,-5664.14,285.29,-668.59,-662.22,-61.56,1111,1111,1111,1111
5771,1751,-1383,15483,-19.15,88.59,-33.25,455.84,-49.39,1284.32,-111.24,-91.28,-229.10,-5670.21,-5664.14,285.29,-666.37,-673.00,-62.93,1111,1111,1111,1111
5777,1756,-1396,15430,-16.49,85.93,-34.32,455.84,-49.39,1284.32,-111.68,-91.61,-229.17,-5670.21,-5664.14,285.29,-664.55,-666.86,-62.11,1111,1111,1111,1111
5783,1775,-1330,15432,-22.88,86.73,-34.32,455.84,-49.39,1284.32,-111.80,-90.78,-229.44,-5670.21,-5664.14,285.29,-666.21,-674.31,-63.59,1111,1111,1111,1111
5789,1770,-1346,15489,-17.29,88.59,-34.32,455.84,-49.39,1284.32,-112.00,-89.93,-229.66,-5670.21,-5664.14,285.29,-665.84,-673.69,-63.04,1111,1111,1111,1111
5795,1791,-1377,15484,-14.63,84.07,-32.46,455.84,-49.39,1284.32,-112.50,-90.26,-229.71,-5670.21,-5664.14,285.29,-663.66,-666.71,-62.10,1111,1111,1111,1111
5803,1766,-1385,15458,-17.29,86.19,-34.32,455.84,-49.39,1284.32,-112.65,-90.91,-229.66,-5670.21,-5664.14,285.29,-666.08,-665.00,-61.52,1111,1111,1111,1111
5808,1784,-1366,15472,-18.36,88.32,-35.38,455.84,-49.39,1284.32,-112.99,-90.49,-229.81,-5670.21,-5664.14,285.29,-664.67,-671.55,-62.80,1111,1111,1111,1111
5815,1746,-1368,15493,-20.48,87.26,-34.58,455.84,-49.39,1284.32,-111.77,-90.09,-229.82,-5670.21,-5664.14,285.29,-673.73,-671.10,-61.83,1111,1111,1111,1111
5821,1728,-1370,15408,-21.81,87.52,-35.12,455.84,-49.39,1284.32,-111.24,-90.66,-229.67,-5670.21,-5664.14,285.29,-670.52,-665.09,-60.80,1111,1111,1111,1111
5827,1770,-1384,15500,-19.42,85.40,-34.58,455.84,-49.39,1286.27,-111.78,-90.85,-229.74,-5670.21,-5664.14,285.29,-663.98,-667.75,-62.25,1111,1111,1111,1111
5833,1740,-1338,15438,-19.69,89.92,-36.18,455.84,-49.39,1286.27,-111.43,-89.88,-229.96,-5670.21,-5664.14,285.29,-669.28,-675.18,-63.26,1111,1111,1111,1111
5840,1789,-1381,15464,-22.35,85.40,-31.92,455.84,-49.39,1286.27,-112.01,-90.40,-230.03,-5670.21,-5664.14,285.29,-663.70,-665.89,-62.20,1111,1111,1111,1111
5846,1777,-1397,15428,-19.42,86.73,-34.58,455.84,-49.39,1286.27,-112.35,-91.05,-230.07,-5670.21,-5664.14,285.29,-664.73,-664.56,-62.12,1111,1111,1111,1111
5853,1697,-1365,15432,-21.81,87.52,-33.52,455.84,-49.39,1286.27,-110.61,-90.65,-230.26,-5670.21,-5664.14,285.29,-676.93,-671.06,-62.91,1111,1111,1111,1111
5859,1729,-1370,15404,-18.09,87.26,-32.99,455.84,-49.39,1286.27,-110.81,-90.72,-230.22,-5670.21,-5664.14,285.29,-665.82,-668.35,-61.59,1111,1111,1111,1111
5865,1780,-1396,15487,-19.42,87.26,-33.52,455.84,-49.39,1286.27,-111.42,-91.18,-230.31,-5670.21,-5664.14,285.29,-663.77,-666.29,-62.41,1111,1111,1111,1111
5871,1731,-1357,15457,-17.82,88.06,-31.39,455.84,-49.39,1286.27,-110.95,-90.28,-230.46,-5670.21,-5664.14,285.29,-670.19,-674.72,-62.83,1111,1111,1111,1111
5878,1803,-1326,15483,-16.76,85.13,-34.85,455.84,-49.39,1286.27,-111.52,-89.75,-230.70,-5670.21,-5664.14,285.29,-663.77,-671.97,-63.28,1111,1111,1111,1111
5883,1706,-1399,15449,-21.02,88.85,-32.99,455.84,-49.39,1286.27,-110.52,-90.79,-230.65,-5670.21,-5664.14,285.29,-673.56,-662.09,-61.61,1111,1111,1111,1111
5891,1724,-1426,15475,-21.02,86.19,-33.52,455.84,-49.39,1286.27,-110.11,-92.07,-230.62,-5670.21,-5664.14,285.29,-669.51,-661.47,-61.74,1111,1111,1111,1111
5897,1710,-1378,15473,-20.48,85.66,-34.58,455.84,-49.39,1286.27,-109.55,-91.20,-230.79,-5670.21,-5664.14,285.29,-670.93,-674.42,-63.06,1111,1111,1111,1111
5903,1748,-1394,15442,-20.48,85.13,-33.79,455.84,-49.39,1284.32,-110.14,-91.59,-230.87,-5670.21,-5664.14,285.29,-663.88,-666.51,-62.37,1111,1111,1111,1111
5909,1778,-1455,15446,-17.82,85.66,-33.25,455.84,-49.39,1284.32,-110.46,-92.40,-230.95,-5670.21,-5664.14,285.29,-665.09,-663.25,-62.47,1111,1111,1111,1111
5916,1724,-1420,15474,-18.62,86.19,-36.98,455.84,-49.39,1284.32,-110.18,-92.88,-230.94,-5671.51,-5664.14,285.29,-668.90,-665.91,-61.89,1111,1111,1111,1111
5922,1767,-1382,15472,-20.22,87.52,-34.58,455.84,-49.39,1284.32,-110.56,-92.28,-231.20,-5671.51,-5664.14,285.29,-664.88,-672.44,-63.61,1111,1111,1111,1111
5928,1768,-1380,15491,-16.49,85.93,-35.91,455.84,-49.39,1284.32,-111.03,-91.66,-231.45,-5671.51,-5664.14,285.29,-664.64,-672.18,-63.44,1111,1111,1111,1111
5935,1746,-1377,15386,-18.09,87.26,-34.85,455.84,-49.39,1284.32,-111.39,-91.40,-231.56,-5671.51,-5664.14,285.29,-664.82,-670.38,-62.70,1111,1111,1111,1111
5941,1777,-1395,15407,-19.69,88.85,-33.25,455.84,-49.39,1284.32,-111.95,-91.71,-231.66,-5671.51,-5664.14,285.29,-663.86,-666.88,-62.64,1111,1111,1111,1111
5947,1744,-1361,15499,-20.48,87.79,-38.31,455.84,-49.39,1284.32,-111.47,-90.74,-231.89,-5671.51,-5664.14,285.29,-670.29,-675.06,-63.57,1111,1111,1111,1111
5954,1780,-1374,15441,-18.36,86.99,-34.58,455.84,-49.39,1284.32,-112.09,-90.86,-232.00,-5671.51,-5664.14,285.29,-663.66,-668.13,-62.67,1111,1111,1111,1111
5959,1764,-1366,15466,-16.76,89.39,-33.79,455.84,-49.39,1284.32,-112.34,-90.52,-232.05,-5671.51,-5664.14,285.29,-665.50,-671.04,-62.41,1111,1111,1111,1111
5966,1761,-1380,15409,-18.89,90.72,-36.71,454.26,-49.39,1284.32,-112.58,-91.06,-232.03,-5670.21,-5664.14,285.29,-665.60,-665.80,-61.99,1111,1111,1111,1111
5972,1772,-1363,15422,-19.42,85.13,-34.05,454.26,-49.39,1284.32,-112.87,-90.62,-232.16,-5670.21,-5664.14,285.29,-664.96,-671.73,-62.91,1111,1111,1111,1111
5979,1742,-1397,15477,-18.09,88.32,-36.71,455.84,-49.39,1284.32,-111.82,-91.56,-232.07,-5670.21,-5664.14,285.29,-672.92,-663.45,-61.60,1111,1111,1111,1111
5985,1701,-1396,15424,-17.56,87.52,-35.38,455.84,-49.39,1284.32,-110.36,-91.82,-232.11,-5670.21,-5664.14,285.29,-676.69,-666.97,-62.33,1111,1111,1111,1111
5992,1710,-1382,15465,-17.82,82.47,-33.25,454.26,-49.39,1284.32,-109.60,-91.07,-232.17,-5670.21,-5664.14,285.29,-671.60,-673.01,-62.44,1111,1111,1111,1111
5997,1746,-1399,15460,-21.28,88.85,-34.32,454.26,-49.39,1284.32,-110.03,-91.56,-232.21,-5670.21,-5664.14,285.29,-664.42,-665.55,-62.39,1111,1111,1111,1111
6004,1746,-1347,15438,-15.96,88.32,-33.79,454.26,-49.39,1284.32,-110.31,-90.73,-232.45,-5670.21,-5664.14,285.29,-665.57,-673.57,-63.48,1111,1111,1111,1111
6009,1784,-1402,15493,-18.09,86.46,-36.45,454.26,-49.39,1284.32,-110.83,-91.19,-232.55,-5670.21,-5664.14,285.29,-663.76,-665.79,-62.78,1111,1111,1111,1111
6017,1744,-1373,15488,-16.49,86.99,-34.32,454.26,-49.39,1284.32,-111.07,-90.71,-232.61,-5670.21,-5664.14,285.29,-665.75,-671.43,-62.49,1111,1111,1111,1111
