timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ,roll,pitch,yaw,rollLevel,pitchLevel,yawLevel,rollPid,pitchPid,yawPid,output0,output1,output2,output3
30173,338,-145,15565,-17.56,86.46,-34.32,217.67,305.26,1387.54,-21.74,-10.75,-1062.08,-22.08,-10.66,-1057.10,-0.47,-0.33,-1.98,1111,1111,1111,1111
30179,382,-139,15611,-14.90,91.52,-33.52,217.67,305.26,1387.54,-21.90,-10.76,-1062.19,-22.08,-10.66,-1057.10,-0.29,-0.28,-1.90,1111,1111,1111,1111
30185,342,-136,15556,-16.23,87.26,-35.65,217.67,305.26,1387.54,-21.74,-10.72,-1062.32,-22.08,-10.66,-1057.10,-0.38,-0.26,-1.82,1111,1111,1111,1111
30192,336,-109,15622,-15.96,87.52,-36.71,217.67,305.26,1387.54,-21.55,-10.41,-1062.44,-22.08,-10.66,-1057.10,-0.49,-0.47,-1.77,1111,1111,1111,1111
30198,346,-114,15660,-12.24,86.99,-35.91,216.09,305.26,1387.54,-21.43,-10.14,-1062.59,-22.08,-10.66,-1057.10,-0.53,-0.62,-1.72,1111,1111,1111,1111
30218,363,-117,15583,-17.56,87.52,-32.99,216.09,305.26,1387.54,-21.67,-9.81,-1062.93,-22.02,-10.62,-1057.10,-0.16,-0.68,-1.60,1111,1111,1111,1111
30224,365,-111,15613,-16.23,88.06,-34.32,216.09,305.26,1387.54,-21.73,-9.68,-1063.05,-22.02,-10.62,-1057.10,-0.10,-0.70,-1.58,1111,1111,1111,1111
30230,354,-166,15587,-15.43,88.06,-32.72,216.09,305.26,1387.54,-21.68,-10.17,-1063.15,-22.02,-10.62,-1057.10,-0.13,-0.24,-1.54,1111,1111,1111,1111
30237,371,-105,15603,-14.63,87.79,-36.18,216.09,305.26,1387.54,-21.77,-9.93,-1063.29,-22.02,-10.62,-1057.10,-0.05,-0.41,-1.55,1111,1111,1111,1111
30243,342,-134,15626,-17.82,89.12,-32.46,216.09,305.26,1387.54,-21.59,-10.02,-1063.40,-22.02,-10.62,-1057.10,-0.18,-0.28,-1.52,1111,1111,1111,1111
30249,314,-128,15591,-14.37,86.46,-32.19,216.09,305.26,1387.54,-21.20,-10.01,-1063.48,-22.02,-10.62,-1057.10,-0.47,-0.27,-1.49,1111,1111,1111,1111
30270,382,-140,15586,-17.82,86.99,-34.32,216.09,305.26,1387.54,-22.00,-10.49,-1063.85,-21.95,-10.58,-1057.10,0.32,0.20,-1.50,1111,1111,1111,1111
30276,367,-138,15610,-16.23,87.79,-32.99,216.09,305.26,1387.54,-22.02,-10.51,-1063.96,-21.95,-10.58,-1057.10,0.30,0.18,-1.50,1111,1111,1111,1111
30282,373,-144,15515,-16.49,88.85,-32.19,216.09,305.26,1387.54,-22.11,-10.60,-1064.08,-21.95,-10.58,-1057.10,0.33,0.23,-1.50,1111,1111,1111,1111
30288,386,-136,15631,-15.96,86.99,-32.19,216.09,305.26,1387.54,-22.26,-10.58,-1064.20,-21.95,-10.58,-1057.10,0.41,0.19,-1.51,1111,1111,1111,1111
30296,369,-105,15568,-15.96,87.26,-33.79,216.09,305.26,1387.54,-22.24,-10.22,-1064.35,-21.95,-10.58,-1057.10,0.34,-0.12,-1.53,1111,1111,1111,1111
30302,381,-123,15600,-16.49,88.32,-37.24,216.09,305.26,1387.54,-22.34,-10.14,-1064.49,-21.95,-10.58,-1057.10,0.38,-0.17,-1.56,1111,1111,1111,1111
30321,371,-138,15586,-16.49,88.06,-34.05,216.09,305.26,1387.54,-22.41,-10.38,-1064.85,-21.89,-10.54,-1057.10,0.31,0.07,-1.59,1111,1111,1111,1111
30327,357,-138,15640,-16.76,89.65,-34.58,216.09,305.26,1387.54,-22.27,-10.41,-1064.96,-21.89,-10.54,-1057.10,0.17,0.08,-1.60,1111,1111,1111,1111
30334,360,-200,15611,-19.42,88.06,-35.12,216.09,305.26,1387.54,-22.14,-11.15,-1065.09,-21.89,-10.54,-1057.10,0.06,0.64,-1.61,1111,1111,1111,1111
30341,367,-147,15624,-17.29,89.39,-33.79,216.09,305.26,1387.54,-22.13,-11.15,-1065.21,-21.89,-10.54,-1057.10,0.04,0.57,-1.62,1111,1111,1111,1111
30348,374,-121,15670,-17.56,88.59,-34.58,214.51,305.26,1387.54,-22.09,-10.83,-1065.38,-21.89,-10.54,-1057.10,0.01,0.26,-1.67,1111,1111,1111,1111
30354,343,-108,15647,-17.56,90.72,-35.12,214.51,305.26,1387.54,-21.78,-10.46,-1065.53,-21.89,-10.54,-1057.10,-0.22,-0.06,-1.70,1111,1111,1111,1111
30360,376,-122,15680,-15.96,87.52,-34.32,216.09,305.26,1387.54,-21.93,-10.33,-1065.67,-21.89,-10.54,-1057.10,-0.08,-0.15,-1.70,1111,1111,1111,1111
30381,380,-140,15614,-17.03,88.06,-34.32,214.51,305.26,1387.54,-22.28,-10.51,-1066.08,-21.82,-10.50,-1057.10,0.24,0.04,-1.78,1111,1111,1111,1111
30387,368,-153,15547,-16.23,88.59,-34.58,214.51,305.26,1387.54,-22.25,-10.68,-1066.23,-21.82,-10.50,-1057.10,0.19,0.17,-1.79,1111,1111,1111,1111
30393,342,-155,15582,-17.29,87.79,-31.66,214.51,305.26,1387.54,-21.97,-10.82,-1066.33,-21.82,-10.50,-1057.10,-0.05,0.26,-1.79,1111,1111,1111,1111
30400,367,-101,15656,-16.23,89.12,-36.45,216.09,305.26,1387.54,-21.97,-10.42,-1066.49,-21.82,-10.50,-1057.10,-0.04,-0.08,-1.81,1111,1111,1111,1111
30406,387,-120,15669,-18.62,89.12,-31.39,216.09,305.26,1387.54,-22.14,-10.33,-1066.59,-21.82,-10.50,-1057.10,0.11,-0.14,-1.81,1111,1111,1111,1111
30413,322,-106,15637,-16.23,87.52,-34.58,214.51,305.26,1387.54,-21.61,-9.96,-1066.74,-21.82,-10.50,-1057.10,-0.32,-0.41,-1.83,1111,1111,1111,1111
30435,373,-111,15588,-16.49,86.73,-34.05,214.51,305.26,1387.54,-22.06,-9.49,-1067.15,-21.76,-10.46,-1057.10,0.17,-0.65,-1.88,1111,1111,1111,1111
30441,363,-150,15662,-16.76,87.79,-34.05,214.51,305.26,1387.54,-22.05,-9.79,-1067.26,-21.76,-10.46,-1057.10,0.15,-0.35,-1.88,1111,1111,1111,1111
30447,379,-99,15582,-19.42,87.79,-34.32,214.51,305.26,1387.54,-22.16,-9.55,-1067.41,-21.76,-10.46,-1057.10,0.22,-0.50,-1.90,1111,1111,1111,1111
30454,378,-154,15580,-15.43,86.99,-33.79,214.51,305.26,1387.54,-22.26,-9.88,-1067.52,-21.76,-10.46,-1057.10,0.28,-0.19,-1.91,1111,1111,1111,1111
30460,327,-189,15545,-16.23,86.73,-34.05,214.51,305.26,1387.54,-21.82,-10.60,-1067.63,-21.76,-10.46,-1057.10,-0.10,0.38,-1.90,1111,1111,1111,1111
30467,388,-133,15644,-16.76,87.52,-33.25,214.51,305.26,1387.54,-22.01,-10.56,-1067.75,-21.76,-10.46,-1057.10,0.06,0.31,-1.92,1111,1111,1111,1111
30489,378,-119,15622,-16.49,86.19,-34.85,214.51,305.26,1387.54,-22.36,-9.96,-1068.22,-21.71,-10.42,-1057.10,0.34,-0.30,-2.02,1111,1111,1111,1111
30494,338,-148,15623,-15.96,89.12,-31.39,214.51,305.26,1387.54,-22.06,-10.18,-1068.31,-21.71,-10.42,-1057.10,0.07,-0.11,-2.00,1111,1111,1111,1111
30501,387,-145,15653,-15.70,90.72,-34.05,216.09,305.26,1387.54,-22.27,-10.37,-1068.42,-21.71,-10.42,-1057.10,0.23,0.05,-2.00,1111,1111,1111,1111
30508,396,-123,15603,-17.29,87.79,-34.58,216.09,305.26,1387.54,-22.51,-10.32,-1068.54,-21.71,-10.42,-1057.10,0.39,0.00,-2.01,1111,1111,1111,1111
30515,345,-163,15576,-17.03,88.59,-31.13,214.51,305.26,1387.54,-22.22,-10.67,-1068.64,-21.71,-10.42,-1057.10,0.13,0.28,-2.00,1111,1111,1111,1111
30521,323,-142,15622,-15.96,86.99,-33.25,214.51,305.26,1387.54,-21.77,-10.69,-1068.74,-21.71,-10.42,-1057.10,-0.23,0.26,-2.00,1111,1111,1111,1111
30542,401,-132,15629,-14.90,88.32,-34.85,217.67,305.26,1387.54,-22.91,-10.75,-1069.10,-21.65,-10.38,-1057.10,0.80,0.22,-2.04,1111,1111,1111,1111
30548,352,-104,15598,-14.37,86.99,-34.58,217.67,305.26,1387.54,-22.75,-10.42,-1069.19,-21.65,-10.38,-1057.10,0.60,-0.06,-2.04,1111,1111,1111,1111
30555,364,-164,15580,-18.62,84.33,-33.52,217.67,305.26,1387.54,-22.77,-10.84,-1069.27,-21.65,-10.38,-1057.10,0.55,0.28,-2.02,1111,1111,1111,1111
30561,404,-138,15614,-17.82,83.00,-34.05,217.67,305.26,1387.54,-23.06,-10.88,-1069.38,-21.65,-10.38,-1057.10,0.72,0.28,-2.03,1111,1111,1111,1111
30568,358,-139,15475,-15.70,86.99,-34.58,216.09,305.26,1387.54,-22.89,-10.86,-1069.50,-21.65,-10.38,-1057.10,0.51,0.23,-2.05,1111,1111,1111,1111
30574,352,-161,15661,-17.56,85.13,-34.85,216.09,305.26,1387.54,-22.69,-11.08,-1069.59,-21.65,-10.38,-1057.10,0.31,0.38,-2.05,1111,1111,1111,1111
30597,365,-111,15610,-15.43,87.79,-34.85,217.67,305.26,1387.54,-22.65,-10.06,-1069.95,-21.60,-10.34,-1057.10,0.20,-0.58,-2.10,1111,1111,1111,1111
30603,351,-128,15546,-15.96,86.73,-36.71,217.67,305.26,1387.54,-22.61,-10.13,-1070.03,-21.60,-10.34,-1057.10,0.16,-0.46,-2.09,1111,1111,1111,1111
30609,396,-152,15566,-17.03,88.59,-32.72,216.09,305.26,1387.54,-22.85,-10.41,-1070.13,-21.60,-10.34,-1057.10,0.34,-0.18,-2.10,1111,1111,1111,1111
30615,433,-100,15632,-16.23,90.72,-33.52,216.09,305.26,1387.54,-23.15,-10.19,-1070.26,-21.60,-10.34,-1057.10,0.55,-0.32,-2.14,1111,1111,1111,1111
30622,344,-150,15607,-18.89,87.52,-32.72,216.09,305.26,1387.54,-22.80,-10.47,-1070.35,-21.60,-10.34,-1057.10,0.23,-0.06,-2.12,1111,1111,1111,1111
30628,352,-139,15613,-17.03,87.52,-33.52,216.09,305.26,1387.54,-22.65,-10.54,-1070.43,-21.60,-10.34,-1057.10,0.10,-0.00,-2.12,1111,1111,1111,1111
30650,358,-160,15587,-17.03,86.19,-34.05,216.09,305.26,1385.59,-22.44,-11.53,-1070.72,-21.54,-10.31,-1057.10,-0.05,0.82,-2.13,1111,1111,1111,1111
30656,361,-206,15565,-15.16,87.52,-34.85,216.09,305.26,1385.59,-22.39,-12.08,-1070.81,-21.54,-10.31,-1057.10,-0.08,1.16,-2.15,1111,1111,1111,1111
30663,409,-132,15589,-16.76,84.86,-34.05,216.09,305.26,1385.59,-22.70,-11.86,-1070.96,-21.54,-10.31,-1057.10,0.19,0.86,-2.19,1111,1111,1111,1111
30669,321,-134,15589,-16.49,87.26,-33.52,216.09,305.26,1385.59,-22.20,-11.61,-1071.06,-21.54,-10.31,-1057.10,-0.20,0.58,-2.20,1111,1111,1111,1111
30675,364,-146,15591,-18.36,85.93,-33.52,212.93,305.26,1385.59,-22.14,-11.51,-1071.20,-21.54,-10.31,-1057.10,-0.21,0.44,-2.24,1111,1111,1111,1111
30682,360,-111,15552,-14.90,88.85,-35.38,212.93,305.26,1385.59,-22.02,-11.09,-1071.35,-21.54,-10.31,-1057.10,-0.27,0.08,-2.29,1111,1111,1111,1111
30704,370,-140,15622,-16.23,88.59,-34.32,216.09,305.26,1385.59,-22.45,-11.12,-1071.68,-21.47,-10.27,-1057.10,0.23,0.11,-2.30,1111,1111,1111,1111
30709,392,-95,15620,-17.56,89.12,-35.65,216.09,305.26,1385.59,-22.60,-10.75,-1071.81,-21.47,-10.27,-1057.10,0.33,-0.17,-2.33,1111,1111,1111,1111
30716,366,-80,15512,-16.49,85.93,-32.99,212.93,305.26,1387.54,-22.46,-10.13,-1071.97,-21.47,-10.27,-1057.10,0.19,-0.62,-2.38,1111,1111,1111,1111
30723,335,-136,15676,-18.09,88.85,-33.79,212.93,305.26,1387.54,-22.08,-10.18,-1072.08,-21.47,-10.27,-1057.10,-0.11,-0.51,-2.39,1111,1111,1111,1111
30730,350,-127,15612,-17.56,87.26,-32.72,216.09,305.26,1385.59,-22.09,-10.23,-1072.14,-21.47,-10.27,-1057.10,-0.08,-0.40,-2.36,1111,1111,1111,1111
30736,360,-103,15578,-15.16,89.39,-32.46,216.09,305.26,1385.59,-22.15,-10.02,-1072.22,-21.47,-10.27,-1057.10,-0.01,-0.52,-2.35,1111,1111,1111,1111
30743,366,-106,15634,-17.03,87.26,-31.39,212.93,305.26,1385.59,-22.15,-9.78,-1072.33,-21.47,-10.27,-1057.10,0.00,-0.63,-2.36,1111,1111,1111,1111
30765,351,-142,15596,-16.23,86.99,-34.32,212.93,305.26,1385.59,-21.82,-10.44,-1072.68,-21.41,-10.23,-1057.10,-0.23,0.15,-2.42,1111,1111,1111,1111
30771,355,-136,15669,-15.43,87.79,-33.25,212.93,305.26,1385.59,-21.78,-10.45,-1072.79,-21.41,-10.23,-1057.10,-0.22,0.14,-2.43,1111,1111,1111,1111
30777,333,-130,15639,-16.23,86.46,-32.99,212.93,305.26,1385.59,-21.57,-10.40,-1072.88,-21.41,-10.23,-1057.10,-0.36,0.09,-2.43,1111,1111,1111,1111
30784,343,-141,15544,-15.96,84.33,-33.25,212.93,305.26,1385.59,-21.53,-10.50,-1072.97,-21.41,-10.23,-1057.10,-0.34,0.16,-2.43,1111,1111,1111,1111
30790,360,-143,15632,-17.82,86.19,-33.79,212.93,305.26,1385.59,-21.60,-10.61,-1073.07,-21.41,-10.23,-1057.10,-0.23,0.22,-2.45,1111,1111,1111,1111
30797,344,-112,15629,-19.95,85.40,-32.72,217.67,305.26,1385.59,-21.71,-10.49,-1073.12,-21.41,-10.23,-1057.10,-0.11,0.11,-2.41,1111,1111,1111,1111
30819,357,-163,15599,-17.29,87.52,-34.05,217.67,305.26,1385.59,-22.25,-11.87,-1073.29,-21.34,-10.19,-1057.10,0.39,1.19,-2.34,1111,1111,1111,1111
30825,411,-180,15615,-17.56,90.19,-33.25,217.67,305.26,1385.59,-22.58,-12.14,-1073.38,-21.34,-10.19,-1057.10,0.61,1.29,-2.36,1111,1111,1111,1111
30832,342,-134,15635,-17.82,87.52,-33.52,217.67,305.26,1387.54,-22.40,-11.90,-1073.46,-21.34,-10.19,-1057.10,0.41,0.95,-2.36,1111,1111,1111,1111
30838,374,-121,15581,-15.70,88.59,-34.32,217.67,305.26,1387.54,-22.53,-11.65,-1073.55,-21.34,-10.19,-1057.10,0.47,0.66,-2.38,1111,1111,1111,1111
30844,356,-141,15603,-17.03,86.73,-36.18,214.51,305.26,1387.54,-22.41,-11.51,-1073.68,-21.34,-10.19,-1057.10,0.33,0.49,-2.43,1111,1111,1111,1111
30852,393,-100,15614,-15.96,88.85,-34.05,214.51,305.26,1387.54,-22.54,-11.10,-1073.82,-21.34,-10.19,-1057.10,0.41,0.13,-2.48,1111,1111,1111,1111
30872,383,-114,15581,-16.76,88.59,-34.05,217.67,305.26,1387.54,-23.21,-10.48,-1074.10,-21.28,-10.15,-1057.10,0.84,-0.37,-2.51,1111,1111,1111,1111
30878,429,-149,15579,-16.49,88.85,-31.66,217.67,305.26,1387.54,-23.57,-10.68,-1074.18,-21.28,-10.15,-1057.10,1.05,-0.17,-2.52,1111,1111,1111,1111
30885,392,-155,15581,-15.96,89.65,-35.12,214.51,305.26,1387.54,-23.61,-10.87,-1074.32,-21.28,-10.15,-1057.10,0.97,0.01,-2.55,1111,1111,1111,1111
30892,312,-87,15608,-18.89,89.92,-35.65,214.51,305.26,1387.54,-22.83,-10.35,-1074.46,-21.28,-10.15,-1057.10,0.29,-0.38,-2.60,1111,1111,1111,1111
30899,415,-140,15568,-17.29,86.73,-33.25,217.67,305.26,1387.54,-23.24,-10.54,-1074.55,-21.28,-10.15,-1057.10,0.59,-0.18,-2.60,1111,1111,1111,1111
30905,411,-151,15576,-17.82,89.12,-31.66,217.67,305.26,1387.54,-23.53,-10.76,-1074.62,-21.28,-10.15,-1057.10,0.77,0.02,-2.59,1111,1111,1111,1111
30926,363,-141,15627,-16.76,86.99,-34.58,217.67,303.64,1387.54,-23.41,-11.16,-1074.80,-21.19,-10.11,-1057.10,0.46,0.37,-2.52,1111,1111,1111,1111
30932,330,-136,15609,-16.23,86.19,-33.25,217.67,303.64,1387.54,-23.06,-11.14,-1074.83,-21.19,-10.11,-1057.10,0.17,0.32,-2.50,1111,1111,1111,1111
30940,359,-131,15555,-15.16,87.52,-33.79,217.67,303.64,1387.54,-23.09,-11.08,-1074.88,-21.19,-10.11,-1057.10,0.19,0.25,-2.49,1111,1111,1111,1111
30946,382,-88,15629,-17.82,89.65,-36.71,217.67,303.64,1387.54,-23.19,-10.69,-1074.98,-21.19,-10.11,-1057.10,0.28,-0.07,-2.52,1111,1111,1111,1111
30952,355,-121,15603,-15.70,89.92,-33.25,214.51,303.64,1387.54,-22.99,-10.51,-1075.07,-21.19,-10.11,-1057.10,0.12,-0.19,-2.54,1111,1111,1111,1111
30958,381,-161,15574,-17.03,89.65,-34.32,214.51,303.64,1387.54,-23.08,-10.82,-1075.16,-21.19,-10.11,-1057.10,0.20,0.08,-2.56,1111,1111,1111,1111
30980,358,-126,15588,-15.70,87.26,-34.05,214.51,303.64,1387.54,-22.72,-10.40,-1075.45,-21.12,-10.07,-1057.10,-0.08,-0.26,-2.63,1111,1111,1111,1111
30987,351,-132,15565,-16.76,86.46,-32.46,217.67,303.64,1387.54,-22.77,-10.54,-1075.47,-21.12,-10.07,-1057.10,0.00,-0.11,-2.59,1111,1111,1111,1111
30993,381,-114,15597,-18.09,86.99,-32.72,217.67,303.64,1387.54,-23.00,-10.48,-1075.52,-21.12,-10.07,-1057.10,0.20,-0.13,-2.58,1111,1111,1111,1111
31000,374,-148,15520,-16.76,90.19,-34.32,216.09,303.64,1387.54,-23.12,-10.74,-1075.59,-21.12,-10.07,-1057.10,0.30,0.09,-2.59,1111,1111,1111,1111
31006,361,-166,15700,-15.96,86.46,-35.38,216.09,303.64,1387.54,-23.08,-11.09,-1075.66,-21.12,-10.07,-1057.10,0.26,0.36,-2.59,1111,1111,1111,1111
31012,344,-149,15623,-15.70,87.52,-32.99,216.09,303.64,1387.54,-22.88,-11.22,-1075.71,-21.12,-10.07,-1057.10,0.10,0.43,-2.58,1111,1111,1111,1111
31035,362,-137,15602,-17.03,88.59,-34.85,216.09,303.64,1387.54,-22.94,-11.17,-1075.95,-21.06,-10.03,-1057.10,0.20,0.26,-2.62,1111,1111,1111,1111
31041,392,-117,15607,-18.62,87.26,-32.19,216.09,303.64,1387.54,-23.15,-11.01,-1076.03,-21.06,-10.03,-1057.10,0.37,0.12,-2.64,1111,1111,1111,1111
31047,371,-100,15550,-15.43,86.46,-34.32,216.09,303.64,1387.54,-23.20,-10.62,-1076.12,-21.06,-10.03,-1057.10,0.39,-0.18,-2.66,1111,1111,1111,1111
31053,325,-125,15604,-14.37,88.85,-34.85,216.09,303.64,1387.54,-22.80,-10.55,-1076.17,-21.06,-10.03,-1057.10,0.06,-0.20,-2.65,1111,1111,1111,1111
31060,357,-151,15599,-16.23,87.26,-35.65,216.09,305.26,1387.54,-22.78,-10.81,-1076.24,-21.06,-10.03,-1057.10,0.07,0.04,-2.66,1111,1111,1111,1111
31067,350,-157,15692,-16.23,87.79,-34.85,216.09,305.26,1387.54,-22.68,-11.06,-1076.30,-21.06,-10.03,-1057.10,0.01,0.23,-2.66,1111,1111,1111,1111
31088,393,-147,15618,-15.70,86.73,-33.79,216.09,305.26,1387.54,-23.52,-11.40,-1076.59,-20.96,-9.99,-1057.10,0.77,0.47,-2.74,1111,1111,1111,1111
31094,349,-87,15608,-16.76,87.52,-31.39,216.09,305.26,1387.54,-23.22,-10.84,-1076.68,-20.96,-9.99,-1057.10,0.48,0.00,-2.76,1111,1111,1111,1111
31101,340,-180,15590,-15.43,89.12,-33.79,216.09,305.26,1387.54,-22.89,-11.39,-1076.74,-20.96,-9.99,-1057.10,0.20,0.44,-2.75,1111,1111,1111,1111
31108,344,-135,15644,-16.76,89.92,-34.05,216.09,305.26,1387.54,-22.70,-11.30,-1076.80,-20.96,-9.99,-1057.10,0.05,0.33,-2.75,1111,1111,1111,1111
31115,363,-136,15606,-17.56,86.19,-33.79,216.09,305.26,1387.54,-22.75,-11.25,-1076.88,-20.96,-9.99,-1057.10,0.12,0.27,-2.76,1111,1111,1111,1111
31121,362,-110,15587,-19.15,88.06,-32.46,216.09,305.26,1387.54,-22.75,-10.98,-1076.95,-20.96,-9.99,-1057.10,0.13,0.05,-2.77,1111,1111,1111,1111
31127,353,-111,15628,-15.16,88.32,-34.32,216.09,305.26,1387.54,-22.68,-10.69,-1077.04,-20.96,-9.99,-1057.10,0.08,-0.17,-2.78,1111,1111,1111,1111
31150,351,-130,15608,-15.70,88.32,-33.52,216.09,305.26,1387.54,-22.54,-10.67,-1077.22,-20.89,-9.95,-1057.10,0.03,-0.07,-2.76,1111,1111,1111,1111
31156,373,-142,15589,-17.29,85.93,-32.99,216.09,305.26,1387.54,-22.71,-10.82,-1077.28,-20.89,-9.95,-1057.10,0.18,0.06,-2.76,1111,1111,1111,1111
31162,372,-204,15620,-15.70,86.99,-34.32,216.09,305.26,1387.54,-22.77,-11.55,-1077.36,-20.89,-9.95,-1057.10,0.24,0.63,-2.78,1111,1111,1111,1111
31168,393,-141,15649,-15.70,84.33,-34.85,216.09,305.26,1387.54,-23.01,-11.52,-1077.45,-20.89,-9.95,-1057.10,0.42,0.56,-2.81,1111,1111,1111,1111
31175,378,-115,15569,-17.29,89.12,-34.05,216.09,305.26,1387.54,-23.10,-11.22,-1077.55,-20.89,-9.95,-1057.10,0.47,0.27,-2.83,1111,1111,1111,1111
31181,341,-129,15628,-15.70,90.98,-34.32,216.09,305.26,1387.54,-22.85,-11.08,-1077.61,-20.89,-9.95,-1057.10,0.24,0.15,-2.84,1111,1111,1111,1111
31203,331,-133,15588,-16.49,88.32,-35.38,216.09,305.26,1387.54,-21.92,-10.92,-1077.81,-20.82,-9.92,-1057.10,-0.51,0.01,-2.84,1111,1111,1111,1111
